default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Not default,0 <= ... < 200 DM,15,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year,4,male,single,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes
Default,no checking account,9,existing credits paid back duly till now,radio/television,1980.0,... < 100 DM,... < 1 year,2,female,divorced,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,2,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1355.0,... < 100 DM,... < 1 year,3,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,(vacation - does not exist?),1393.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,24,existing credits paid back duly till now,domestic appliances,1376.0,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,60,delay in paying off in the past,domestic appliances,15653.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,domestic appliances,1493.0,... < 100 DM,... < 1 year,4,female,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,none,yes
Default,< 0 DM,42,delay in paying off in the past,domestic appliances,4370.0,... < 100 DM,4 <= ... < 7 years,3,male,single,none,2,if not A121 : building society savings agreement/ life insurance,26,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
Default,< 0 DM,18,existing credits paid back duly till now,(vacation - does not exist?),750.0,... < 100 DM,unemployed,4,female,divorced,none,1,real estate,27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
Not default,0 <= ... < 200 DM,15,existing credits paid back duly till now,education,1308.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,unskilled - resident,1,none,yes
Default,no checking account,15,existing credits paid back duly till now,(vacation - does not exist?),4623.0,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,single,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,1851.0,... < 100 DM,4 <= ... < 7 years,4,male,married,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,18,critical account/ other credits existing (not at this bank),domestic appliances,1880.0,... < 100 DM,4 <= ... < 7 years,4,male,married,none,1,if not A121 : building society savings agreement/ life insurance,32,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,no checking account,36,delay in paying off in the past,business,7980.0,unknown/ no savings account,... < 1 year,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,30,no credits taken/ all credits paid back duly,radio/television,4583.0,... < 100 DM,1 <= ... < 4 years,2,male,divorced,guarantor,2,real estate,32,none,own,2,skilled employee / official,1,none,yes
Default,no checking account,12,existing credits paid back duly till now,car (new),1386.0,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes
Default,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,car (new),947.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,3,unknown / no property,38,bank,for free,1,skilled employee / official,2,none,yes
Default,< 0 DM,12,existing credits paid back duly till now,(vacation - does not exist?),684.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,rent,1,unskilled - resident,2,none,yes
Not default,< 0 DM,48,existing credits paid back duly till now,(vacation - does not exist?),7476.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,1,unknown / no property,50,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1922.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,unskilled - resident,1,none,yes
Default,< 0 DM,24,existing credits paid back duly till now,car (new),2303.0,... < 100 DM,.. >= 7 years,4,male,single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,36,delay in paying off in the past,car (new),8086.0,100 <= ... < 500 DM,.. >= 7 years,2,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),car (used),2346.0,... < 100 DM,4 <= ... < 7 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,14,existing credits paid back duly till now,car (new),3973.0,... < 100 DM,unemployed,1,male,single,none,4,unknown / no property,22,none,for free,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),888.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,1,unskilled - resident,2,none,yes
Not default,no checking account,48,existing credits paid back duly till now,domestic appliances,10222.0,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",37,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,30,no credits taken/ all credits paid back duly,business,4221.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,6361.0,... < 100 DM,.. >= 7 years,2,male,single,none,1,unknown / no property,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1297.0,... < 100 DM,1 <= ... < 4 years,3,male,married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes
Default,< 0 DM,12,existing credits paid back duly till now,car (new),900.0,unknown/ no savings account,1 <= ... < 4 years,4,male,married,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,21,existing credits paid back duly till now,radio/television,2241.0,... < 100 DM,.. >= 7 years,4,male,single,none,2,real estate,50,none,own,2,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,6,delay in paying off in the past,radio/television,1050.0,... < 100 DM,unemployed,4,male,single,none,1,if not A121 : building society savings agreement/ life insurance,35,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1047.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,50,none,own,1,unskilled - resident,1,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,6314.0,... < 100 DM,unemployed,4,male,single,co-applicant,2,unknown / no property,27,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,3496.0,.. >= 1000 DM,1 <= ... < 4 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",34,stores,own,1,skilled employee / official,2,"yes, registered under the customers name",yes
Not default,no checking account,48,all credits at this bank paid back duly,business,3609.0,... < 100 DM,1 <= ... < 4 years,1,female,divorced,none,1,real estate,27,stores,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),4843.0,... < 100 DM,.. >= 7 years,3,male,single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,43,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,30,critical account/ other credits existing (not at this bank),domestic appliances,3017.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),business,4139.0,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,single,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes
Not default,no checking account,36,existing credits paid back duly till now,business,5742.0,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,60,existing credits paid back duly till now,car (new),10366.0,... < 100 DM,.. >= 7 years,2,male,single,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,6,critical account/ other credits existing (not at this bank),car (new),2080.0,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,married,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes
Default,no checking account,21,delay in paying off in the past,business,2580.0,500 <= ... < 1000 DM,... < 1 year,4,male,single,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes
Not default,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,4530.0,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),radio/television,5150.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
